,Prostate_03-138A_prednisone,Prostate_03-135C_none,Prostate_03-158F_none,Prostate_03-155C_low-fat_diet,Prostate_03-143C_none,Prostate_03-060A_none,Prostate_03-066C_none_GL3,Prostate_03-066C_none_GL4,Prostate_03-159_none,Prostate_03-021F_selenium,Prostate_02-003E_none,Prostate_03-207C_fish_oil,Prostate_04-023C_none,Prostate_03-115E_none_GL4,Prostate_03-068D_no_neoadjuvant_GL5,Prostate_03-068D_no_neoadjuvant_GL3,Prostate_03-141C_none,Prostate_02-053C_none,Prostate_04-030A_none,Prostate_03-093D_none,Prostate_03-089D_selenium,Prostate_03-184C_none,Prostate_03-152A_Vit_E,Prostate_03-029B_none,Prostate_03-015F_no_neoadjuvant,Prostate_03-119D_none,Prostate_03-140B_fish_oil,Prostate_03-115E_none_GL5,Prostate_03-116C_none,Prostate_03-063A_none,Prostate_03-055H_Vit_E
G101924_AB209262_CREB5,-0.26199999,0.088,0.40099999,-0.049,0.204,-0.029,-0.115,-0.125,-0.18099999,0.012,-0.77100003,-0.072,0.18799999,-0.63999999,0.064,0.111,0.182,-0.736,-0.121,-0.26199999,0.52200001,0.06,0.48500001,-0.25099999,-0.079,-0.141,0.31999999,-0.026,0.296,-0.84799999,-0.054
G101925_CR598707_CCNG2,-0.193,0.98699999,4.26200008,1.20700002,-0.008,0.551,0.83499998,1.73699999,2.21600008,-0.057,3.37800002,2.19400001,0.03,1.32099998,3.19199991,0.74800003,2.53699994,1.27699995,-0.91600001,0.74199998,2.46600008,1.00100005,1.597,0.52600002,0.74599999,0.639,-0.61000001,1.04400003,0.338,0.011,1.19799995
G101926_AI950646_0,0.049,-0.38,0.98400003,0.713,0.421,0.377,0.078,0.329,1.30599999,-0.23899999,1.36899996,0.69800001,-0.28299999,1.27999997,-0.449,-0.463,0.55299997,0.199,-0.30500001,0.156,0.22400001,0.36000001,2.13000011,0.17,0.57800001,0.51200002,-0.30899999,0.986,-0.54100001,0.30700001,0.53299999
G101927_BU620896_DDR2,-0.229,0.86199999,-0.27599999,0.15000001,0.18799999,0.354,0.005,0.38299999,0.257,0.168,-0.361,0.099,0.004,0.37400001,-0.07,0.51499999,0.29800001,-0.40799999,0.57599998,0.214,1.03100002,0.80000001,-0.152,0.043,0.221,0.142,0.50700003,0.37400001,0.412,-1.74800003,-0.163
G101928_0_0,-0.13699999,0.29100001,0.073,0.15099999,-0.141,-0.15000001,-0.011,0.074,0.01,0.101,1.26999998,0.685,0.403,-0.37799999,0.70899999,0.454,0.31799999,0.37099999,-0.63099998,-0.391,0.49599999,0.025,0.46599999,-0.17900001,-0.229,0.25799999,-0.153,0.625,0.264,-0.39399999,-0.21799999
G101929_0_0,-0.41600001,0.31400001,-1,-0.078,-0.53899997,-0.062,-0.27700001,-0.17,-0.28400001,-0.121,0.145,-0.117,0.003,0.009,-0.23,-0.17900001,-0.315,0.46399999,-0.52499998,-0.30599999,-0.107,-0.48199999,-0.146,0.23,-0.45199999,-0.003,-0.30000001,0.18700001,0.171,-0.12800001,0.067
G101930_NM_013992_PAX8,-0.077,0.22499999,0.375,-0.108,0.54799998,0.19400001,0.034,-0.266,0.37900001,0.62099999,0.54699999,0.169,0.033,-0.036,-0.176,-0.067,0.067,-0.098,-0.329,-0.26199999,0.76300001,0.235,0.71600002,0.051,0.48800001,0.101,-0.087,0.063,0.04,-0.116,-0.024
G101931_0_0,-0.59600002,0.126,-0.15000001,0.121,-0.38699999,-0.235,0.41800001,0.35299999,0.40099999,-0.39899999,1.10000002,0.035,-0.092,0.35100001,0.294,-0.167,0.227,0.22499999,-0.44999999,-0.23100001,0.48500001,-0.215,0.484,-0.20200001,-0.33500001,-0.056,-0.178,0.67699999,-0.233,-0.40799999,0.26100001
G101932_X77303_CDK7,0.368,0.48899999,0.53600001,0.43599999,0.088,-0.033,0.138,0.421,1.61500001,1.12199998,-0.87599999,1.26400006,0.27399999,0.29699999,0.83099997,0.061,-0.23100001,1.63100004,-0.141,0.09,0.96700001,-0.391,0.60799998,0.097,0.208,0.373,-0.031,0.44,0.20999999,-0.74599999,0.67799997
G101933_CR748682_CCR1,-0.32499999,1.19400001,-0.17900001,-0.039,0.235,-0.301,0.28600001,0.71200001,0.31299999,1.22000003,-0.912,0.184,0.28600001,-0.54400003,-1.34399998,-0.412,-0.69199997,0.347,-0.486,0.12,0.59899998,0.55199999,-0.186,0.162,-0.167,-0.064,-0.433,0.076,1.03799999,-1.03799999,-0.91399997
G101934_DQ092366_ZNF9,0.34799999,0.56300002,0.74000001,0.94700003,1.28299999,0.076,-0.27399999,-0.025,1.68400002,0.64200002,-1.42400002,0.829,0.53200001,0.574,1.19200003,-0.51800001,1.35099995,-0.081,0.45699999,0.141,0.34999999,0.025,0.91600001,-0.77399999,0.38100001,0.19599999,-0.1,0.244,0.21799999,-0.115,1.75600004
G101935_BC091494_FGFR1,-1.13900006,0.417,-2.35700011,-0.74000001,0.31400001,0.315,0.28799999,0.301,-1.29999995,0.29699999,-0.62300003,-0.214,-0.42199999,-0.308,0.52100003,0.61900002,0.62699997,0.102,-1.03199995,0.219,0.40099999,0.54000002,0.29300001,-0.32600001,-1.27199996,0.19400001,-0.412,-0.75199997,0.76899999,-0.94,-1.65999997
G101936_CR615807_BMP4,-0.53500003,-0.273,-0.713,-0.60699999,-0.14,-0.027,-0.12899999,-0.382,-0.29699999,-1.13800001,-1.53600001,-0.23800001,0.001,-0.121,0.038,-0.098,-0.50800002,0.31600001,-0.155,-0.1,-0.375,0.68300003,0.34999999,-0.27500001,-0.287,-0.005,-0.36300001,-0.31999999,0.63999999,-1.25,-0.377
G101937_BC067810_C7orf28A,0.019,0.92199999,0.068,0.41600001,0.026,0.08,-0.33500001,-0.1,1.03900003,0.40099999,-0.53899997,0.36899999,0.26100001,0.24600001,0.84500003,0.219,0.597,-0.18799999,-0.089,0.33399999,0.42300001,0.37200001,0.52200001,-0.118,0.21799999,0.43799999,-0.072,0.91299999,0.142,-0.42699999,0.46399999
G101938_L07861_PRKCD,0.013,0.38,-0.93599999,0.086,-0.244,-0.087,-0.68800002,-0.67299998,0.103,-0.85100001,0.89300001,-0.18799999,-0.149,0.113,1.11300004,-0.24600001,-0.68800002,-0.024,-0.27700001,-0.28999999,0.085,-0.40900001,0.52399999,-0.034,-0.46900001,-0.029,-0.88700002,-0.53500003,0.142,0.086,0.486
G101939_BM990471_RPL6,0.37,0.65799999,0.14,0.377,0.13600001,-0.14399999,-1.278,-0.115,0.49200001,0.91900003,0.46399999,1.42299998,-0.026,-0.34900001,-0.53100002,0.30599999,1.25100005,0.93400002,0.121,0.15099999,0.20999999,-0.38800001,0.051,0.48699999,1.04999995,0.271,0.76700002,0.80900002,0.34599999,0.064,0.51099998
G101940_CA308944_ITGAX,-0.33399999,-0.49599999,-2.34200001,-1.17299998,-1.83500004,-0.214,0.63,0.046,-1.347,-0.67000002,-3.06100011,-0.212,0.39300001,-1.25800002,-0.91100001,0.37799999,-0.89899999,0.456,0.038,0.067,-0.37599999,-0.061,-1.17400002,0.035,-1.023,0.04,-1.29200006,-2.61599994,1.02100003,0.93800002,-1.58200002
G101941_0_0,-0.164,-0.889,-1.95299995,-0.95700002,-1.44400001,-0.22400001,0.35499999,-0.094,-1.86899996,-0.99699998,-4.06899977,-1.01300001,0.44400001,-1.43599999,-0.264,0.30700001,-1.02699995,0.25600001,0.177,-0.025,-0.76300001,-0.70700002,-1.29299998,-0.05,-1.028,0.088,-1.24699998,-2.84200001,-0.31799999,0.54400003,-1.43299997
G101942_0_0,-0.58999997,-0.052,-1.09099996,0.34400001,-0.55000001,0.034,-0.02,-0.007,-0.396,0.15700001,-1.66900003,-0.26100001,0.37900001,-0.60600001,0.37400001,0.31200001,-0.219,0.20900001,0.048,-0.12,0.016,-0.182,-0.49700001,0.04,-0.71899998,0.25999999,-0.61400002,-0.141,-0.48500001,-0.99800003,0.006
G101943_0_0,-0.28400001,-0.83600003,-2.6170001,-1.11399996,-2.01300001,-0.16599999,0.76700002,-0.036,-2.06599998,-1.13399994,-3.33299994,-1.30499995,0.64899999,-1.43599999,-0.92299998,0.479,-1.25999999,0.509,0.403,0.154,-0.97799999,-0.75999999,-1.77100003,0.021,-1.097,0.069,-1.21500003,-2.74799991,-0.083,1.03999996,-1.30200005
G101944_CF552795_CRHBP,-0.057,0.125,-0.49200001,-0.384,-0.308,-0.146,-0.81300002,-0.78399998,-0.486,-0.81800002,-1.34399998,-0.65799999,-0.097,-0.244,-0.208,-0.097,-1.08099997,-0.183,0.221,-0.31299999,-0.46200001,0.104,-0.06,0.20299999,-0.245,0.11,-0.119,-0.58899999,0.77399999,-0.58700001,-0.51999998
G101945_AY101192_CD44,-0.34999999,0.003,0.214,-0.26899999,0.48199999,0.003,-0.139,-0.38,-0.65200001,0.91900003,-1.653,0.19,-0.833,-0.94400001,0.50300002,-0.72899997,-0.26699999,-1.86899996,-0.829,0.24600001,-1.32700002,0.294,-1.09399998,0.28799999,-0.49200001,0.24600001,0.69999999,-0.77499998,-0.92199999,-0.54299998,-1.53999996
G101946_BQ446818_CSF1,-0.17299999,0.92799997,-0.54699999,-0.50099999,0.39399999,-0.073,-0.26800001,-0.48899999,-0.59899998,0.91000003,-0.71799999,-0.056,-0.037,-1.00199997,-1.18099999,0.50800002,-0.85900003,-0.35100001,0.018,0.093,0.039,0.206,-0.83099997,0.08,-0.41,0.122,0.007,-0.52200001,0.486,-1.51100004,-1.14400005
G101947_CA426549_BRF1,0.15000001,-0.15000001,-0.074,0.27399999,-0.1,0.30399999,-0.045,0.214,0.33700001,0.055,-0.68000001,-0.249,-0.294,-0.19599999,0.45100001,0.062,-0.212,0.36199999,-0.403,0,-0.33700001,-0.221,0.14399999,0.011,0.139,-0.108,0.15700001,0.073,0.271,-0.213,0.37400001
G101948_CR617199_PHF5A,-0.072,-0.233,-0.15000001,0.026,0.026,-0.094,-0.41999999,-0.271,0.46700001,-0.252,-0.177,-0.145,0.15099999,-0.109,0.197,-0.063,0.34200001,0.338,-0.081,-0.058,0.17200001,-0.222,0.138,-0.39899999,0.064,0.087,0.063,0.094,-0.249,-0.124,0.62300003
G101949_NM_001264_CDSN,-0.017,0.64999998,0.37200001,0.419,-0.352,0.45300001,0.011,0.214,0.90399998,0.24699999,0.93400002,0.21699999,-0.049,0.169,0.354,0.12,0.62699997,-0.008,-0.257,0.014,0.12800001,-0.301,0.237,0.155,-0.114,-0.014,0.264,0.077,0.05,-0.71200001,0.27599999
G101950_0_0,-0.02,0.59600002,-0.12,0.057,-0.17299999,-0.112,-0.16,0.155,0.59799999,0.244,1.08200002,0.155,-0.191,-0.108,0.266,-0.384,0.226,0.81900001,-0.32499999,0.36300001,0.161,-0.214,-0.047,-0.523,0.34900001,0.542,0.03,-0.17299999,-0.124,-0.072,0.127
G101951_0_0,-0.23,0.222,0.041,0.27700001,-0.39300001,0.23,0.042,0.168,0.59299999,-0.26899999,1.32000005,0.214,-0.15899999,-0.39199999,0.083,0.186,-0.042,0.056,0.124,0.303,0.36300001,-0.55199999,-0.23999999,0.152,-2.25999999,-0.19400001,0.044,0.52600002,-0.333,-0.56900001,0.241
G101952_0_0,-0.189,0.30599999,-0.1,-0.051,-0.169,-0.55699998,0.171,0.33899999,0.33199999,0.222,1.16199994,0.095,-0.176,-0.40200001,-0.12,-0.20900001,0.43099999,0.153,-0.29699999,0.028,0.23100001,-0.73799998,0.685,0.479,-0.229,0.40000001,-0.088,0.003,0.079,-0.106,0.01
G101953_0_0,0.101,0.24600001,-0.236,0.003,-0.072,-0.141,0.15899999,0.004,0.75999999,0.54100001,0.68800002,0.198,-0.16599999,0.35299999,0.38,-0.191,0.373,0.26499999,-0.20999999,0.038,0.236,-0.28999999,-0.39399999,-0.17299999,0.37400001,-0.011,-0.252,0.022,-0.093,0.045,0.252
G101954_0_0,0.014,-0.186,-0.46399999,0.108,0.032,-0.098,0.24600001,0.005,0.57599998,-0.01,0.80400002,-0.087,0.082,0.29800001,0.81300002,0.20999999,-0.149,0.93900001,0.42699999,0.119,0.045,0.15099999,-0.43200001,0.61000001,-0.12,-0.132,-0.088,0.111,-0.74699998,0.257,0.336
G101955_0_0,-0.30599999,-0.491,-1.08000004,-0.48699999,-0.83700001,-0.142,0.31099999,-0.016,-1.40600002,-0.40099999,-1.5,-0.64700001,0.012,-1.352,-0.32100001,-0.027,-0.98799998,-0.145,-0.156,-0.09,-0.077,0.042,-0.76800001,-0.103,-0.41100001,-0.092,-0.484,-2.30900002,0.17900001,0.035,-0.48199999
G101957_CR612091_PKM2,-0.027,0.463,-0.95499998,0.141,-0.122,0.102,-0.43599999,-0.15000001,0.51499999,-0.024,-1.04299998,-0.044,-0.12899999,0.75400001,-0.51300001,0.255,-0.36500001,-0.77899998,-0.1,0.044,-1.12800002,0.28,0.986,-0.042,-0.294,0.114,0.104,0.255,-0.12800001,-0.20299999,0.542
G101958_DR762723_MUT,0.021,0.51800001,-0.50300002,0.542,-0.192,0.20100001,0.207,0.292,0.22,-0.071,-0.403,-0.03,-0.27399999,0.583,1.05200005,-0.083,0.64499998,0.352,-0.66799998,-0.085,0.26499999,-0.051,0.44400001,0.097,-0.088,0.308,-0.72500002,0.44,0.099,-0.82300001,0.389
G101959_AB007900_SIPA1L1,0.23800001,-0.32499999,0.43799999,0.15000001,0.71399999,0.036,0.55400002,-0.011,-0.70599997,-0.028,-0.43000001,0.015,0.34400001,0.018,-0.114,-0.21799999,0.08,-0.40900001,0.219,0.117,0.051,0.32100001,-0.066,0.098,0.53600001,-0.41800001,0.79299998,0.057,-0.008,0.39500001,0.097
G101960_AL117576_DKFZP434B168,0.005,-0.77100003,-1.61399996,-0.65600002,-1.60399997,-0.23100001,0.71399999,0.016,-1.53900003,-0.69599998,-2.7980001,-1.41499996,0.461,-1.47099996,-0.83499998,0.048,-1.04799998,0.37400001,0.127,-0.089,-0.52600002,0.109,-1.57700002,-0.12800001,-0.829,-0.121,-1.03299999,-2.40499997,-0.1,1.22099996,-1.08399999
G101961_AU133123_PANK3,-0.46599999,0.338,0.44800001,1.25399995,0.26100001,0.442,0.099,0.031,1.245,0.80199999,0.104,0.53200001,-0.22499999,0.405,1.16199994,-0.55500001,0.34299999,-0.42899999,-0.46200001,0.51300001,1.52900004,0.61900002,2.14199996,-0.14300001,0.156,0.26800001,-0.47299999,1.25199997,-0.79100001,-0.40000001,0.77600002
G101963_CR998358_RPS4X,0.50999999,0.037,0.824,-0.29899999,-0.009,-0.14,-1.17999995,-0.106,1.01499999,0.56900001,-1.45899999,1.62300003,-0.546,-0.07,-0.003,-0.065,0.917,0.58600003,0.317,0.685,-0.32600001,-0.583,-0.211,-0.31400001,0.71700001,-0.06,0.292,-0.062,0.449,1.176,0.245
G101964_BX647212_ARNT2,0.12,0.67299998,0.546,-0.389,0.255,0.69400001,0.013,0.31299999,0.259,0.89200002,1.96099997,0.51800001,-0.15000001,0.47600001,-0.59200001,0.52499998,-0.479,1.11000001,-1.17499995,0.016,1.37100005,0.29499999,0.37200001,0.001,-0.243,0.26300001,0.264,0.35600001,-0.48100001,-0.48199999,-0.35100001
G101965_BC073811_SLC35E2,0.65899998,0.26199999,-0.17299999,0.007,-0.13500001,0.44400001,0.15000001,-0.426,-0.43700001,0.435,1.36099994,0.16,0.405,0.417,-0.08,0.35100001,0.122,1.23199999,-0.25099999,-1.324,0.044,-0.264,-0.036,-0.061,0.142,0.76200002,-0.51999998,-0.62599999,-0.049,0.11,0.42899999
G101966_BQ213683_SLC25A6,0.198,1.34099996,0.95700002,0.315,1.01699996,0.296,-0.66799998,0.69800001,1.44500005,1.32500005,0.31799999,1.35599995,0.60000002,1.31400001,0.049,0.33700001,0.84299999,1.16299999,0.26199999,1.01300001,0.301,-0.47499999,1.39100003,0.50700003,1.40600002,0.625,0.61799997,0.52200001,1.222,1.36099994,0.53299999
G101967_BQ943366_ACTG1,0.56099999,0.86900002,0.09,0.35299999,0.565,0.049,0.42899999,0.75099999,0.421,0.50700003,-1.26199996,1.50699997,0.34900001,0.031,1.08800006,0.73799998,-0.028,0.65399998,-0.02,0.168,0.21699999,0.222,1.11300004,0.28999999,0.308,0.27000001,0.235,0.403,0.45300001,-0.061,-0.69999999
G101968_BC024682_HAN11,0.40599999,0.36000001,1.079,0.101,0.64300001,0.62,-0.167,0.025,0.68699998,0.546,0.53899997,1.02600002,0.053,1.13900006,0.55500001,-0.075,0.011,0.55800003,0.76499999,0.09,0.75400001,0.171,0.396,-0.22400001,0.17200001,0.25099999,0.233,1.04799998,-0.21799999,-0.69400001,1.00899994
G101969_BQ437009_MGC40157,0.498,-0.31099999,0.21699999,-0.47799999,0.023,-0.055,0.028,-0.064,0.491,0.49200001,-1.91199994,0.76899999,-0.12800001,0.391,-0.219,0.69300002,0.78600001,0.40599999,0.509,0.294,-0.64200002,-0.125,-0.53200001,0.47299999,0.14,0.39700001,0.96600002,0.054,1.74399996,1.75899994,0.778
G101970_CR612040_SKP1A,-0.24699999,0.42500001,0.39500001,0.53899997,0.164,0.02,-0.514,-0.107,0.60100001,-0.088,-0.05,0.122,-0.31,0.022,0.003,-0.433,0.49700001,-0.88200003,-0.22400001,0.125,0.80199999,0.31099999,0.54299998,-0.12,-0.133,0.035,0.12800001,1.03600001,-0.017,-0.465,1.00300002
G101971_CR599132_SFXN1,-0.113,-0.76999998,0.48800001,0.42399999,-0.204,-0.098,-0.271,0.02,0.75599998,0.26199999,-0.164,0.168,-0.32100001,0.021,1.07000005,0.031,0.16500001,0.32499999,-0.37099999,-0.003,-0.035,0.134,-0.003,0.338,0.447,-0.014,0.26800001,0.114,0.095,-0.142,0.176
G101972_0_0,0.29499999,0.80800003,-0.68000001,0.96600002,-0.48699999,-0.211,-0.61199999,-0.37799999,0.92400002,0.222,-0.234,1.03199995,0.271,0.45100001,-3.01999998,-0.071,0.214,0.36000001,-0.33500001,-0.013,-0.72000003,-0.67900002,1.72599995,0.234,-0.119,0.991,-0.18000001,0.505,-0.045,0.08,0.42899999
G101973_BM469974_RPS24,0.79100001,-0.64099997,1.273,0.68900001,0.42300001,-0.067,-0.40099999,0.095,0.59799999,0.329,-0.214,0.903,-0.61500001,0.083,-0.736,0.39399999,1.21700001,-0.006,0.64099997,0.56800002,0.163,0.044,-0.142,0.30599999,0.88599998,-0.278,0.91100001,0.74299997,0.78200001,1.99399996,0.65499997
G101974_BQ722120_B2M,-0.861,-0.49900001,0.065,-0.47999999,0.93699998,-0.70300001,-1.301,-0.421,-1.39699996,-0.85399997,-1.43700004,1.78999996,-0.74599999,-1.60300004,-3.12700009,-0.97399998,-2.74900007,-0.47799999,-1.84800005,-1.54499996,-0.257,0.498,-0.93099999,-0.579,-1.18200004,-0.56099999,-1.43799996,-0.74000001,0.67299998,-1.64400005,-1.35699999
G101975_BC047350_HSPD1,1.08899999,0.292,1.07599998,1.10699999,0.41999999,0.23899999,0.20999999,0.80500001,1.15699995,1.00199997,0.59100002,1.97500002,-0.152,1.23800004,0.917,0.044,1.09300005,1.18400002,-0.011,0.48899999,0.39399999,0.20900001,1.29900002,0.84399998,0.69599998,1.18599999,0.109,1.24699998,0.64300001,0.52600002,0.87900001
G101976_BQ219069_SEPHS1,0.096,-0.085,0.88599998,-0.127,0.66900003,0.112,0.185,-0.17399999,0.228,0.43900001,-0.35800001,0.97799999,0.30000001,0.19599999,0.52200001,-0.171,0.011,0.112,-0.108,0.20200001,-0.214,0.09,0.14300001,-0.36700001,0.005,-0.19400001,0.78600001,0.32300001,-0.235,-0.46399999,0.82999998
G101978_BM451248_RPL4,0.17200001,0.65700001,-0.42199999,0.36500001,-0.024,-0.465,-0.926,0.28,0.495,0.81699997,-0.88599998,1.37100005,-0.074,0.083,-1.14999998,0.219,0.77999997,0.995,0.037,-0.48899999,0.52399999,-0.68800002,0.51599997,0.62800002,0.58499998,0.132,-0.056,0.59500003,0.458,0.68599999,0.31
G101979_NM_000163_GHR,-0.32600001,-0.12,-2.01200008,-0.85299999,-1.04799998,0.013,0.41999999,-0.041,-2.06299996,0.23199999,-3.49000001,-1.09399998,0.34200001,-1.35800004,-0.87800002,0.37,-1.12,0.285,-0.008,-0.184,-0.245,-0.38100001,-1.41199994,-0.248,-0.62300003,0.215,-1.27600002,-2.43400002,0.375,1.301,-0.75
G101980_S56985_RPL19,0.458,0.84500003,-0.67000002,0.15099999,-0.18099999,-0.17900001,-0.81300002,-0.043,0.95099998,0.74800003,-0.66100001,0.63200003,-0.47600001,0.33000001,-0.114,0.456,0.88499999,0.625,0.43200001,-0.123,0.031,-0.75300002,-0.375,0.32600001,0.64700001,0.34999999,0.20299999,0.85900003,0.70499998,1.06700003,0.46399999
G101981_CR603333_SGTA,0.12,-0.099,-0.114,0.104,0.36000001,0.146,0.449,0.016,-0.17900001,-0.19400001,-0.579,-0.53100002,-0.292,0.74400002,-0.42199999,-0.31999999,-0.22499999,-0.745,0.634,0.089,0.20100001,-0.30599999,0.044,0.092,0.06,-0.092,0.428,0.116,-0.551,-0.116,-0.149
G101982_BX353730_ECH1,-0.189,1.09099996,-1.50899994,0.315,-0.53299999,0.118,0.105,0.32100001,0.55599999,-0.008,0.61299998,-0.447,-0.31999999,0.65100002,0.175,-0.62300003,-1.50199997,0.51499999,-0.30500001,-0.26800001,0.699,-0.84100002,0.88599998,-0.359,-0.30700001,0.40799999,-0.58999997,0.36700001,-0.676,-1.04100001,-0.35699999
G101983_0_0,0.22,0.198,0.057,0.034,-0.025,0.017,0.204,0.14,0.498,-0.071,-0.189,-0.018,-0.233,-0.096,0.76499999,-0.16599999,-0.025,0.36300001,0.085,0.11,-0.118,-0.206,0.36700001,0.175,0.26699999,0.17900001,0.65600002,0.013,0.19499999,0.022,0.428
G101984_BC064509_CSGlcA-T,0.16,-0.066,0.80599999,0.001,0.56199998,0.271,0.31600001,-0.177,-0.76899999,-0.31400001,-0.68800002,-0.27000001,-0.287,0.25799999,-0.23199999,0.29100001,-0.212,-0.86400002,0.065,0.079,-0.28200001,0.116,0.57200003,-0.03,-0.28999999,-0.183,0.59100002,0.043,-0.30899999,-0.72899997,0.80000001
G101985_BC029130_C6orf35,-0.146,-0.14399999,-0.116,-0.081,-0.089,0.025,-0.167,-0.105,-0.086,-0.47499999,0.57099998,-0.243,-0.23199999,0.27599999,0.67900002,-0.41299999,-0.477,0.68099999,0.39700001,-1.25,-0.29499999,-0.59399998,-0.029,0.13699999,-0.308,-0.056,0.366,0.40900001,-0.61799997,-0.057,0.75400001
G101986_NM_003273_0,-0.163,0.37200001,-1.61800003,0.36000001,-1.39300001,-0.142,0.192,0.421,-0.099,-0.31799999,-3.13400006,-0.345,-0.53500003,1.85599995,1.55799997,0.27000001,-0.146,1.773,0.41499999,0.428,0.013,-0.537,-0.098,0.345,0.42199999,0.50800002,0.69199997,0.113,0.384,1.15100002,0.71600002
G101987_BC039555_0,0.583,-0.54400003,1.75300002,-0.59799999,0.062,0.49599999,-0.80800003,-0.465,2.23699999,0.25799999,1.54999995,1.41400003,-0.234,1.20799994,0.54299998,0.34799999,0.127,0.57599998,0.90399998,0.546,0.19499999,-0.016,-0.169,0.40900001,1.02999997,0.54400003,1.01300001,0.183,1.347,1.47099996,0.42300001
G101988_BM563743_FLJ22269,-0.37599999,0.273,0.53100002,-0.736,-0.72399998,0.003,0.329,0.19400001,1.09300005,0.211,0.31799999,0.94499999,-0.40400001,-0.27900001,0.75700003,0.32300001,0.15899999,0.354,0.044,0.292,0.141,-0.34099999,-0.583,-0.022,0.53500003,0.43799999,0.80299997,-0.027,0.34200001,1.18599999,0.227
G101989_CR601359_0,-0.052,-0.27399999,-1.56599998,-0.63200003,-0.57300001,0.111,-0.192,0.528,-0.82999998,-1.29400003,-5.34700012,-0.098,-0.90799999,-0.36000001,0.05,-0.51800001,-0.90600002,-0.667,0.145,-0.35600001,-0.551,-0.069,-0.24699999,0.37400001,0.036,0.148,0.74599999,-0.55400002,1.17400002,1.54499996,-1.63800001
G101990_BQ003514_CARM1,-0.045,0.227,-0.24699999,-0.089,-0.112,0.116,0.21799999,0.24600001,0.34400001,0.43200001,-0.104,-0.45100001,-0.22,0.40099999,0.57800001,0.43900001,-0.43099999,0.31799999,-0.035,0.122,-0.426,0.17900001,0.64600003,-0.23800001,-0.042,0.36199999,-0.63499999,0.228,-0.31,-0.208,0.079
G101991_CR592459_MAPRE1,0.121,0.484,0.458,0.14,1.22500002,0.55400002,-0.45199999,-0.017,0.26199999,0.70499998,0.67699999,0.49200001,0.38800001,0.96799999,0.59200001,-1.01400006,-0.73199999,-0.85900003,0.29100001,0.21799999,-0.019,1.17999995,0.85799998,-0.27000001,0.42199999,0.296,-0.65200001,0.096,-0.33399999,-0.56699997,0.667
G101993_AL139821_0,0.46000001,-0.611,1.23199999,0.111,0.87900001,0.043,0.61000001,-0.207,-1.15100002,0.127,-0.55500001,-0.26800001,-0.067,0.38499999,-0.47,-0.505,0.028,-1.66600001,0.419,0.17,-0.003,0.64600003,0.56900001,0.07,0.37799999,-0.102,0.33199999,0.40700001,0.52999997,0.025,0.90600002
G101994_CT003422_CFL1,-0.082,0.86000001,0.72399998,0.083,1.33200002,0.34099999,-0.41,0.208,0.55800003,-0.046,-0.233,-0.138,-0.132,1.16400003,1.07299995,-0.234,-0.29800001,-0.39700001,0.31600001,0.49200001,-0.31999999,0.43900001,0.73400003,0.051,0.205,0.35800001,-0.29899999,-0.021,-0.108,-0.053,1.23699999
G101995_BX098121_0,0.119,-0.60100001,-1.18499994,-0.49200001,-1.21899998,-0.077,0.29499999,0.13500001,0.17,0.28299999,-1.34399998,-0.079,-1.09800005,-1.31900001,-0.354,0.198,-0.193,0.40400001,1.71899998,1.37899995,-0.47799999,0.50599998,0.35499999,-0.088,0.98199999,0.685,-0.233,-0.88700002,-0.019,-0.67299998,1.56200004
G101996_CR936631_PRKACB,-0.382,0.227,0.56300002,0.51899999,-0.045,0.47499999,0.055,0.35299999,1.148,0.63300002,0.30500001,0.40799999,-0.61400002,-0.27200001,1.18499994,0.50700003,0.773,0.33500001,0.435,0.021,-0.248,0.73799998,0.338,0.003,1.27499998,0.78100002,1.08200002,0.11,0.44499999,-1.33800006,0.66799998
G101997_NM_031488_L3MBTL2,0.41800001,-0.64999998,0.597,0.109,0.98400003,-0.126,0.56800002,-0.046,-1.02199996,0.32699999,-0.024,-0.47600001,-0.109,0.25,-0.51599997,-0.514,-0.086,-1.56599998,0.51099998,0.189,-0.29100001,0.745,0.221,0.058,0.52200001,-0.47600001,0.91900003,-0.676,-0.294,0.48899999,0.25400001
G101998_BM462034_COPS6,0.205,0.204,0.31,0.038,0.60000002,0.152,0.003,-0.05,-0.53899997,0.052,-0.91000003,-0.542,0.31099999,0.77100003,0.146,-0.207,0.33399999,-0.023,0.50400001,0.161,-0.23999999,0.015,0.266,0.152,-0.014,0.046,0.154,0.092,-0.32800001,-0.09,0.484
G101999_BX423052_0,-0.147,-0.085,-0.38600001,0.27500001,-0.58700001,-0.028,-0.493,-0.37599999,-0.53500003,-0.091,-0.98100001,-0.40400001,-0.002,0.118,0.38600001,-0.12899999,-0.57200003,0.132,0.094,0.029,-0.22400001,-0.21799999,0.223,0.20999999,-0.14,0.156,0.028,0.36199999,-0.15000001,-0.088,-0.03
G102000_CD176004_RPL10A,0.68599999,0.23100001,0.89700001,0.20999999,0.85000002,-0.039,-0.83499998,-0.229,0.495,0.36700001,-0.198,0.92299998,-0.81699997,0.65499997,-0.49599999,0.134,0.65600002,0.32699999,0.36500001,-0.18700001,-0.53399998,-0.29800001,0.14300001,0.317,0.53299999,0.058,0.70700002,0.67299998,0.47099999,0.83899999,0.49700001
